Unnamed: 0,RespondentID,Income_Wages,Income_SelfEmployment,Income_SocialSecurity,Income_DisabilityPension,Income_RetirementPension,Income_SSI,Income_CashAssistance,Income_InterestDividends,Income_OtherSources,MonthlyIncomeRange,PovertyLevelIndex,PovertyLevelCategory,Savings_Over5000,TotalSavings
840,74396,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,9.0,5.0,3.0,,
841,74397,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,1.12,1.0,2.0,1.0
842,74398,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.82,1.0,2.0,77.0
843,74399,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,0.96,1.0,2.0,1.0
844,74400,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,,
845,74401,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,1.82,2.0,2.0,1.0
846,74402,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.75,2.0,2.0,1.0
847,74403,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,1.86,3.0,2.0,1.0
848,74404,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,3.48,3.0,,
849,74405,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.5,1.0,2.0,1.0
850,74406,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,7.0,7.0,
851,74407,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,7.0,1.38,2.0,2.0,1.0
852,74408,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,8.0,1.21,1.0,2.0,1.0
853,74409,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,77.0,,1.0,2.0,1.0
854,74410,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.08,1.0,2.0,2.0
855,74411,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,4.18,3.0,,
856,74412,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.96,3.0,2.0,2.0
857,74413,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.5,2.0,,
858,74414,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,11.0,3.26,3.0,,
859,74415,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.77,1.0,2.0,77.0
860,74416,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,,
861,74417,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.29,3.0,,
862,74418,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.82,2.0,2.0,1.0
863,74419,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,99.0,,9.0,9.0,
864,74420,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,3.06,3.0,,
865,74421,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
866,74422,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.31,1.0,2.0,1.0
867,74423,,,,,,,,,,,,,,
868,74424,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,11.0,3.99,3.0,,
869,74425,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.91,3.0,,
870,74426,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
871,74427,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,0.91,1.0,2.0,1.0
872,74428,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,12.0,4.35,3.0,,
873,74429,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.18,3.0,,
874,74430,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0
875,74431,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,4.92,3.0,,
876,74432,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,99.0,,9.0,9.0,
877,74433,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,9.0,2.15,3.0,,
878,74434,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,0.44,1.0,2.0,1.0
879,74435,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.27,1.0,,
880,74436,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.61,2.0,,
881,74437,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.87,3.0,,
882,74438,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0
883,74439,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.66,2.0,2.0,1.0
884,74440,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,3.06,3.0,,
885,74441,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.65,1.0,2.0,1.0
886,74442,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,99.0,,3.0,,
887,74443,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.29,3.0,,
888,74444,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,1.88,3.0,2.0,1.0
889,74445,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,3.02,3.0,,
890,74446,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,2.0,2.0
891,74447,,,,,,,,,,,,,,
892,74448,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,4.03,3.0,,
893,74449,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,3.64,3.0,,
894,74450,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.07,1.0,2.0,1.0
895,74451,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.78,1.0,2.0,1.0
896,74452,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,9.0,2.65,3.0,,
897,74453,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,0.76,1.0,2.0,1.0
898,74454,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,3.05,3.0,,
899,74455,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,1.13,1.0,2.0,1.0
900,74456,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.31,2.0,2.0,1.0
901,74457,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
902,74458,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.39,2.0,2.0,2.0
903,74459,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0
904,74460,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,4.18,3.0,,
905,74461,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,0.68,1.0,2.0,1.0
906,74462,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.16,3.0,,
907,74463,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,3.99,3.0,,
908,74464,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.08,1.0,2.0,1.0
909,74465,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.24,1.0,2.0,2.0
910,74466,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,1.01,1.0,2.0,2.0
911,74467,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,3.06,3.0,,
912,74468,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.04,3.0,1.0,
913,74469,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.34,1.0,2.0,1.0
914,74470,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.03,1.0,2.0,1.0
915,74471,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.14,1.0,2.0,1.0
916,74472,1.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,99.0,,2.0,,
917,74473,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.11,1.0,2.0,1.0
918,74474,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.63,2.0,,
919,74475,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.27,1.0,2.0,2.0
920,74476,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.51,2.0,2.0,1.0
921,74477,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.3,1.0,2.0,1.0
922,74478,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.72,2.0,2.0,1.0
923,74479,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,3.07,3.0,,
924,74480,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.4,1.0,2.0,1.0
925,74481,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
926,74482,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.09,1.0,2.0,1.0
927,74483,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.27,1.0,2.0,2.0
928,74484,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,3.04,3.0,,
929,74485,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,3.0,1.0,
930,74486,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,10.0,2.02,3.0,2.0,99.0
931,74487,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.63,3.0,,
932,74488,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,4.13,3.0,,
933,74489,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,,
934,74490,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,9.0,3.87,3.0,,
935,74491,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,0.47,1.0,2.0,1.0
936,74492,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.81,2.0,,
937,74493,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.72,2.0,,
938,74494,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.84,2.0,,
939,74495,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,1.31,2.0,2.0,3.0
940,74496,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,0.86,1.0,2.0,1.0
941,74497,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.68,1.0,2.0,1.0
942,74498,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.63,2.0,,
943,74499,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.15,1.0,1.0,
944,74500,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.49,1.0,2.0,1.0
945,74501,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,1.13,1.0,2.0,1.0
946,74502,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.03,1.0,2.0,1.0
947,74503,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.07,1.0,2.0,1.0
948,74504,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,0.91,1.0,2.0,4.0
949,74505,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,11.0,3.0,3.0,,
950,74506,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.01,3.0,2.0,1.0
951,74507,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.68,1.0,2.0,1.0
952,74508,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
953,74509,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.02,1.0,7.0,
954,74510,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,,
955,74511,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,11.0,3.48,3.0,,
956,74512,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,1.53,2.0,,
957,74513,,,,,,,,,,,,,,
958,74514,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,1.01,1.0,2.0,1.0
959,74515,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,1.93,3.0,2.0,1.0
960,74516,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.54,2.0,2.0,1.0
961,74517,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.54,2.0,2.0,2.0
962,74518,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,9.0,2.0,1.0
963,74519,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.67,1.0,2.0,1.0
964,74520,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.53,2.0,2.0,1.0
965,74521,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.2,1.0,2.0,1.0
966,74522,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.54,2.0,2.0,1.0
967,74523,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,9.0,3.87,3.0,,
968,74524,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.35,1.0,2.0,1.0
969,74525,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,0.63,1.0,2.0,1.0
970,74526,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,9.0,3.95,3.0,,
971,74527,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,0.79,1.0,2.0,1.0
972,74528,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,3.0,2.0,1.0
973,74529,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.02,1.0,7.0,
974,74530,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.13,1.0,2.0,1.0
975,74531,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,0.82,1.0,2.0,1.0
976,74532,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.7,1.0,2.0,2.0
977,74533,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,8.0,2.14,3.0,2.0,2.0
978,74534,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.27,1.0,2.0,4.0
979,74535,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,1.0,2.0,1.0
980,74536,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.32,3.0,1.0,
981,74537,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.77,1.0,9.0,
982,74538,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,8.0,3.09,3.0,,
983,74539,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,2.52,3.0,,
984,74540,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.61,3.0,,
985,74541,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.43,1.0,2.0,1.0
986,74542,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.24,1.0,2.0,1.0
987,74543,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,8.0,4.52,3.0,,
988,74544,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.24,1.0,2.0,1.0
989,74545,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,0.73,1.0,2.0,1.0
990,74546,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,0.56,1.0,2.0,1.0
991,74547,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.55,2.0,2.0,1.0
992,74548,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.17,1.0,2.0,1.0
993,74549,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,9.0,3.07,3.0,,
994,74550,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.62,2.0,2.0,1.0
995,74551,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,,
996,74552,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,0.61,1.0,2.0,1.0
997,74553,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,0.69,1.0,2.0,1.0
998,74554,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,0.49,1.0,2.0,1.0
999,74555,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,77.0,,3.0,7.0,
1000,74556,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.36,1.0,2.0,1.0
1001,74557,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.12,1.0,2.0,4.0
1002,74558,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,0.9,1.0,2.0,2.0
1003,74559,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,3.52,3.0,,
1004,74560,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,0.69,1.0,2.0,1.0
1005,74561,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.19,1.0,2.0,1.0
1006,74562,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,8.0,2.61,3.0,,
1007,74563,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.27,1.0,2.0,6.0
1008,74564,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.52,2.0,2.0,1.0
1009,74565,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
1010,74566,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.8,1.0,2.0,1.0
1011,74567,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.47,2.0,,
1012,74568,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,9.0,9.0,
1013,74569,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.08,1.0,2.0,2.0
1014,74570,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,7.0,2.29,3.0,,
1015,74571,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,,
1016,74572,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.6,1.0,2.0,1.0
1017,74573,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,0.2,1.0,2.0,1.0
1018,74574,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,1.41,2.0,1.0,
1019,74575,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.52,2.0,2.0,3.0
1020,74576,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.21,1.0,1.0,
1021,74577,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,8.0,1.36,2.0,2.0,1.0
1022,74578,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.15,3.0,,
1023,74579,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.52,1.0,2.0,1.0
1024,74580,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.25,1.0,2.0,1.0
1025,74581,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.01,1.0,2.0,1.0
1026,74582,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.5,2.0,2.0,1.0
1027,74583,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.97,1.0,2.0,1.0
1028,74584,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.41,2.0,2.0,1.0
1029,74585,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.76,1.0,2.0,1.0
1030,74586,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,1.33,2.0,2.0,1.0
1031,74587,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.38,1.0,,
1032,74588,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.54,2.0,,
1033,74589,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,0.76,1.0,2.0,1.0
1034,74590,,,,,,,,,,,,,,
1035,74591,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.53,2.0,1.0,
1036,74592,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.15,1.0,2.0,1.0
1037,74593,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.12,3.0,,
1038,74594,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.32,3.0,,
1039,74595,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,1.29,1.0,2.0,1.0
1040,74596,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.61,1.0,2.0,1.0
1041,74597,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,1.0,2.0,1.0
1042,74598,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,3.59,3.0,,
1043,74599,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,12.0,3.23,3.0,,
1044,74600,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,11.0,5.0,3.0,,
1045,74601,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.6,1.0,2.0,1.0
1046,74602,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,3.06,3.0,,
1047,74603,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,,
1048,74604,,,,,,,,,,,,,,
1049,74605,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
1050,74606,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,9.0,2.0,1.0
1051,74607,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
1052,74608,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,11.0,2.36,3.0,,
1053,74609,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,4.18,3.0,,
1054,74610,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,0.94,1.0,2.0,1.0
1055,74611,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,9.0,3.87,3.0,,
1056,74612,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,3.0,,
1057,74613,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.93,1.0,2.0,1.0
1058,74614,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.97,3.0,,
1059,74615,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,0.91,1.0,2.0,1.0
1060,74616,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,0.84,1.0,2.0,1.0
1061,74617,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,0.73,1.0,2.0,1.0
1062,74618,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.38,1.0,2.0,1.0
1063,74619,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,7.0,2.82,3.0,,
1064,74620,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.74,1.0,2.0,1.0
1065,74621,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.75,1.0,2.0,77.0
1066,74622,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
1067,74623,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,1.26,1.0,7.0,
1068,74624,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0
1069,74625,,,,,,,,,,,,,,
1070,74626,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
1071,74627,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,5.0,3.0,,
1072,74628,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,9.0,2.0,1.0
1073,74629,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
1074,74630,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.04,1.0,2.0,1.0
1075,74631,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,0.91,1.0,2.0,1.0
1076,74632,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,4.13,3.0,,
1077,74633,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,3.81,3.0,,
1078,74634,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.93,3.0,,
1079,74635,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.68,1.0,2.0,1.0
1080,74636,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,12.0,5.0,3.0,,
